1.00419	536
1.0093	1072
1.01528	1608
1.02167	2144
1.02999	2680
1.03831	3216
1.04663	3752
1.05495	4288
1.06327	4824
1.07159	5360
1.07991	5896
1.08823	6432
1.09655	6968
1.10487	7504
1.11319	8040
1.12151	8576
1.12983	9112
1.13815	9648
1.1548	1072
1.16476	1340
1.17232	1554
1.18064	1738
1.18896	1903
1.19728	2053
1.2056	2192
1.21392	2323
1.22224	2446
1.23056	2563
1.23888	2675
1.2472	2782
1.25552	2885
1.26384	2984
1.27216	3080
1.28048	3173
1.2888	3263
1.29712	3351
1.30544	3436
1.31376	3519
1.32208	3600
1.3304	3679
1.33872	3757
1.34704	3833
1.35536	3907
1.36368	3980
1.372	4052
1.38032	4122
1.38864	4191
1.39696	4259
1.41272	4326
1.42104	1072
1.431	1340
1.63767	1554
1.6528	1072
1.66281	1340
1.66878	1554
1.67476	1738
1.68073	1903
1.68576	2053
1.69079	2192
1.69582	2323
1.69771	2446
1.7018	2563
1.70369	2675
1.70777	2782
1.70966	2885
1.71375	2984
1.71564	3080
1.71878	3173
1.72067	3263
1.72381	3351
1.7257	3436
1.72758	3519
1.72978	3600
1.73167	3679
1.73356	3757
1.73576	3833
1.73764	3907
1.73953	3980
1.74142	4052
1.74331	4122
1.7452	4191
1.74708	4259
1.74897	4326
1.75086	4392
1.75275	4457
1.75464	4521
1.75652	4584
1.75841	4646
1.76215	4707
1.77047	4768
1.77879	4828
1.78711	4887
1.79543	4945
1.80375	5003
1.81207	5060
1.82039	5116
1.82871	5172
1.83703	5227
1.84535	5281
1.85367	5335
1.86199	5388
1.87031	5441
1.87863	5493
1.88695	5545
1.89527	5596
1.90359	5647
1.91191	5697
1.92023	5747
1.92855	5796
1.93687	5845
1.94519	5894
1.95351	5942
1.96183	5990
1.97015	6037
1.97847	6084
1.98679	6131
1.99511	6177
2.00343	6223
2.01175	6269
2.02007	6314
2.02839	6359
2.03671	6404
2.04503	6448
2.05335	6492
2.06167	6536
2.06999	6579
2.07831	6622
2.08663	6665
2.09495	6708
2.10327	6750
2.11159	6792
2.11991	6834
2.12823	6876
2.13655	6917
2.14487	6958
2.15319	6999
2.16151	7040
2.16983	7080
2.17815	7120
2.18647	7160
2.19479	7200
2.20311	7239
2.21143	7278
2.21975	7317
2.22807	7356
2.23639	7395
2.24471	7433
2.25303	7471
2.26135	7509
2.26967	7547
2.27799	7585
2.28631	7622
2.29463	7659
2.30295	7696
2.31127	7733
2.31959	7770
2.32791	7806
2.33623	7842
2.34455	7878
2.35287	7914
2.36119	7950
2.36951	7986
2.37783	8021
2.38615	8056
2.39447	8091
2.40279	8126
2.41111	8161
2.41943	8196
2.42775	8231
2.43607	8265
2.44439	8299
2.45271	8333
2.46103	8367
2.46935	8401
2.47767	8435
2.48599	8469
2.49431	8502
2.50263	8535
2.51095	8568
2.51927	8601
2.52759	8634
2.53682	8667
2.55258	1072
2.57267	1340
2.57865	1554
2.58583	1738
2.59415	1903
2.60247	2053
2.6117	2192
2.62002	1072
2.63003	1340
2.63664	1554
2.64496	1738
2.65328	1903
2.6616	2053
2.66992	2192
2.67824	2323
2.68656	2446
2.69488	2563
2.7032	2675
2.71152	2782
2.71984	2885
2.72816	2984
2.73648	3080
2.7448	3173
2.75312	3263
2.76144	3351
2.76976	3436
2.77808	3519
2.7864	3600
2.79472	3679
2.80304	3757
2.81136	3833
2.81968	3907
2.828	3980
2.83632	4052
2.84464	4122
2.85296	4191
2.86128	4259
2.8696	4326
2.87792	4392
2.88624	4457
2.89456	4521
2.90288	4584
2.9112	4646
2.91952	4707
2.92784	4768
2.93616	4828
2.94448	4887
2.9528	4945
2.96112	5003
2.96944	5060
2.97776	5116
2.98608	5172
2.9944	5227
3.00272	5281
3.01104	5335
3.01936	5388
3.02768	5441
3.036	5493
3.04432	5545
3.05264	5596
3.06096	5647
3.06928	5697
3.0776	5747
3.08592	5796
3.09424	5845
3.10256	5894
3.11088	5942
3.1192	5990
3.12752	6037
3.13584	6084
3.14416	6131
3.15248	6177
3.1608	6223
3.16912	6269
3.17744	6314
3.18576	6359
3.19408	6404
3.2024	6448
3.21072	6492
3.21904	6536
3.22736	6579
3.23568	6622
3.244	6665
3.25232	6708
3.26064	6750
3.26896	6792
3.27728	6834
3.2856	6876
3.29392	6917
3.30224	6958
3.31056	6999
3.31888	7040
3.3272	7080
3.33552	7120
3.34384	7160
3.35216	7200
3.36048	7239
3.3688	7278
3.37712	7317
3.38544	7356
3.39376	7395
3.40208	7433
3.4104	7471
3.41872	7509
3.42704	7547
3.43536	7585
3.44368	7622
3.452	7659
3.46032	7696
3.46864	7733
3.47696	7770
3.48528	7806
3.4936	7842
3.50192	7878
3.51024	7914
3.51856	7950
